fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label,quality,price,índice invertido,country,province,taster_name
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,Muito bom,6,8.0,1043,Spain,Northern Spain,Michael Schachner
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,Bom,5,47.0,1042,US,California,Matt Kettmann
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,Muito bom,6,43.0,1041,US,California,Jim Gordon
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,Muito bom,6,44.0,1040,US,California,Virginie Boone
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,Bom,5,46.0,1039,US,California,Virginie Boone
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,Bom,5,47.0,1038,US,California,Jim Gordon
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,Bom,5,22.0,1037,US,California,Virginie Boone
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,Muito bom,6,48.0,1036,US,California,Matt Kettmann
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,Muito bom,6,29.0,1035,US,California,Matt Kettmann
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,Bom,5,39.0,1034,US,California,Matt Kettmann
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,Muito bom,6,35.0,1033,US,California,Virginie Boone
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,Muito bom,6,40.0,1032,Argentina,Mendoza Province,Michael Schachner
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,Muito bom,6,7.0,1031,US,California,Virginie Boone
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,Muito bom,6,49.0,1030,US,Washington,Sean P. Sullivan
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,Muito bom,6,39.0,1029,US,Washington,Sean P. Sullivan
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,Muito bom,6,46.0,1028,US,California,Jim Gordon
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,Bom,5,30.0,1027,Italy,Piedmont,Kerin O’Keefe
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,Regular,4,12.0,1026,France,Bordeaux,Roger Voss
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,Muito bom,6,14.0,1025,France,Rhône Valley,Joe Czerwinski
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,Muito bom,6,46.0,1024,France,Bordeaux,Roger Voss
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,Regular,4,43.0,1023,France,Bordeaux,Roger Voss
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,Bom,5,37.0,1022,US,New York,Anna Lee C. Iijima
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,Bom,5,25.0,1021,France,Bordeaux,Roger Voss
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,Muito bom,6,20.0,1020,US,California,Jim Gordon
12.3,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,1.0002,3.19,0.44,9.6,Bom,5,8.0,1019,US,Washington,Sean P. Sullivan
12.3,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,1.0002,3.19,0.44,9.6,Bom,5,45.0,1018,US,Washington,Sean P. Sullivan
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,Bom,5,17.0,1017,US,Washington,Sean P. Sullivan
12.0,0.28,0.49,1.9,0.07400000000000001,10.0,21.0,0.9976,2.98,0.66,9.9,Excelente,7,14.0,1016,US,California,Matt Kettmann
11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,Excelente,7,4.0,1015,Austria,Kamptal,Anne Krebiehl MW
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,Muito bom,6,25.0,1014,US,Washington,Sean P. Sullivan
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,Excelente,7,11.0,1013,Austria,Steiermark,Anne Krebiehl MW
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,Bom,5,41.0,1012,Austria,Südsteiermark,Anne Krebiehl MW
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,Excepcional,8,7.0,1011,US,California,Jim Gordon
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,Excelente,7,49.0,1010,Austria,Burgenland,Anne Krebiehl MW
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,Bom,5,40.0,1009,US,California,Matt Kettmann
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,Muito bom,6,24.0,1008,Austria,Niederösterreich,Anne Krebiehl MW
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,Bom,5,16.0,1007,US,Washington,Sean P. Sullivan
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,Bom,5,32.0,1006,Austria,Niederösterreich,Anne Krebiehl MW
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,Bom,5,8.0,1005,France,Rhône Valley,Joe Czerwinski
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,Bom,5,37.0,1004,US,Washington,Sean P. Sullivan
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,Muito bom,6,35.0,1003,Greece,Crete,Susan Kostrzewa
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,Muito bom,6,37.0,1002,Austria,Kremstal,Anne Krebiehl MW
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,Muito bom,6,34.0,1001,US,California,Matt Kettmann
12.7,0.59,0.45,2.3,0.08199999999999999,11.0,22.0,1.0,3.0,0.7,9.3,Muito bom,6,26.0,1000,US,California,
8.2,0.915,0.27,2.1,0.08800000000000001,7.0,23.0,0.9962,3.26,0.47,10.0,Regular,4,11.0,999,Italy,Piedmont,
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,Muito bom,6,4.0,998,Mexico,Valle de Guadalupe,Michael Schachner
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,Bom,5,33.0,997,US,California,
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,Muito bom,6,45.0,996,US,New York,Anna Lee C. Iijima
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,Muito bom,6,19.0,995,Spain,Northern Spain,Michael Schachner
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,Muito bom,6,27.0,994,Argentina,Mendoza Province,Michael Schachner
9.4,0.41,0.48,4.6,0.07200000000000001,10.0,20.0,0.9973,3.34,0.79,12.2,Excelente,7,7.0,993,US,Oregon,Sean P. Sullivan
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,Muito bom,6,16.0,992,US,Oregon,Sean P. Sullivan
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,Muito bom,6,45.0,991,Portugal,Douro,Roger Voss
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,Muito bom,6,28.0,990,US,Oregon,Paul Gregutt
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,Bom,5,50.0,989,US,California,
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,Bom,5,46.0,988,US,California,
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,Muito bom,6,28.0,987,US,California,
8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,Bom,5,40.0,986,Portugal,Vinho Verde,Roger Voss
9.2,0.755,0.18,2.2,0.14800000000000002,10.0,103.0,0.9969,2.87,1.36,10.2,Muito bom,6,41.0,985,Italy,Veneto,
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,Bom,5,17.0,984,Argentina,Mendoza Province,Michael Schachner
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,Bom,5,32.0,983,US,California,
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,Muito bom,6,5.0,982,Italy,Veneto,
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,Bom,5,39.0,981,US,California,
11.3,0.37,0.41,2.3,0.08800000000000001,6.0,16.0,0.9988,3.09,0.8,9.3,Bom,5,47.0,980,Italy,Piedmont,
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,Bom,5,15.0,979,Italy,Veneto,
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,Bom,5,31.0,978,US,California,
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,Bom,5,22.0,977,US,Idaho,Sean P. Sullivan
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,Muito bom,6,11.0,976,US,Idaho,Sean P. Sullivan
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,Bom,5,12.0,975,US,Idaho,Sean P. Sullivan
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,Bom,5,17.0,974,Italy,Veneto,
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,Bom,5,35.0,973,Italy,Veneto,
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,Bom,5,37.0,972,Italy,Piedmont,
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,Muito bom,6,14.0,971,Australia,South Australia,Joe Czerwinski
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,Bom,5,1.0,970,US,California,Virginie Boone
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,Muito bom,6,12.0,969,US,Oregon,Paul Gregutt
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,Bom,5,10.0,968,France,Alsace,Anne Krebiehl MW
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,Muito bom,6,47.0,967,France,Alsace,Anne Krebiehl MW
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,Regular,4,19.0,966,Australia,Victoria,Joe Czerwinski
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,Bom,5,33.0,965,US,California,Virginie Boone
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,Bom,5,8.0,964,Spain,Northern Spain,Michael Schachner
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,Bom,5,47.0,963,Australia,South Australia,Joe Czerwinski
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,Bom,5,28.0,962,France,Alsace,Anne Krebiehl MW
7.7,0.915,0.12,2.2,0.14300000000000002,7.0,23.0,0.9964,3.35,0.65,10.2,Excelente,7,46.0,961,France,Alsace,Anne Krebiehl MW
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,Muito bom,6,34.0,960,France,Alsace,Anne Krebiehl MW
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,Bom,5,43.0,959,US,California,Matt Kettmann
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,Bom,5,23.0,958,US,California,Virginie Boone
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,Bom,5,6.0,957,Portugal,Alentejano,Roger Voss
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,Bom,5,13.0,956,US,California,Virginie Boone
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,Bom,5,5.0,955,US,California,Matt Kettmann
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,Excelente,7,28.0,954,US,Oregon,Paul Gregutt
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,Bom,5,34.0,953,Portugal,Tejo,Roger Voss
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,Regular,4,19.0,952,Portugal,Douro,Roger Voss
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,Excelente,7,19.0,951,Germany,Mosel,Anna Lee C. Iijima
6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,Muito bom,6,46.0,950,US,California,Virginie Boone
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,Bom,5,4.0,949,Italy,Northeastern Italy,Kerin O’Keefe
9.8,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,Bom,5,25.0,948,France,Alsace,Anne Krebiehl MW
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,Bom,5,35.0,947,Australia,Western Australia,Joe Czerwinski
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,Muito bom,6,44.0,946,US,California,Matt Kettmann
8.6,0.47,0.47,2.4,0.07400000000000001,7.0,29.0,0.9979,3.08,0.46,9.5,Bom,5,24.0,945,France,Alsace,Anne Krebiehl MW
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,Bom,5,39.0,944,US,California,Jim Gordon
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,Bom,5,1.0,943,US,Oregon,Paul Gregutt
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,Excelente,7,43.0,942,South Africa,Coastal Region,Lauren Buzzeo
7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,9.6,Muito bom,6,15.0,941,US,California,Virginie Boone
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,Regular,4,15.0,940,US,Washington,Sean P. Sullivan
7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,9.6,Muito bom,6,21.0,939,US,California,Virginie Boone
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,Bom,5,18.0,938,US,California,Jim Gordon
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,Muito bom,6,39.0,937,Italy,Piedmont,Kerin O’Keefe
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,Muito bom,6,46.0,936,US,California,Virginie Boone
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,Bom,5,9.0,935,Italy,Piedmont,Kerin O’Keefe
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,Bom,5,45.0,934,Italy,Piedmont,Kerin O’Keefe
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,Muito bom,6,11.0,933,US,Washington,Sean P. Sullivan
11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,Muito bom,6,42.0,932,Spain,Levante,Michael Schachner
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,Bom,5,21.0,931,US,New York,Anna Lee C. Iijima
11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,Muito bom,6,29.0,930,US,Washington,Sean P. Sullivan
6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,Bom,5,17.0,929,US,Washington,Sean P. Sullivan
8.2,0.73,0.21,1.7,0.07400000000000001,5.0,13.0,0.9968,3.2,0.52,9.5,Bom,5,31.0,928,US,California,Virginie Boone
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,Bom,5,36.0,927,US,New York,Anna Lee C. Iijima
8.2,0.73,0.21,1.7,0.07400000000000001,5.0,13.0,0.9968,3.2,0.52,9.5,Bom,5,,926,US,California,Jim Gordon
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,Muito bom,6,47.0,925,US,California,Virginie Boone
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,Bom,5,29.0,924,US,California,Virginie Boone
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,Muito bom,6,13.0,923,US,Washington,Sean P. Sullivan
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,Bom,5,25.0,922,Italy,Tuscany,Kerin O’Keefe
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,Bom,5,42.0,921,Italy,Tuscany,Kerin O’Keefe
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,Bom,5,8.0,920,US,Washington,Sean P. Sullivan
13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,Bom,5,42.0,919,Spain,Northern Spain,Michael Schachner
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,Muito bom,6,21.0,918,US,Washington,Sean P. Sullivan
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,Bom,5,30.0,917,Italy,Piedmont,Kerin O’Keefe
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,Bom,5,13.0,916,Italy,Tuscany,Kerin O’Keefe
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,Bom,5,1.0,915,US,Washington,Sean P. Sullivan
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,Bom,5,18.0,914,US,California,Virginie Boone
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,Bom,5,34.0,913,Italy,Piedmont,Kerin O’Keefe
9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,Bom,5,35.0,912,US,California,Matt Kettmann
7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,Bom,5,46.0,911,US,Washington,Sean P. Sullivan
8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,Bom,5,19.0,910,US,California,Matt Kettmann
7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,Péssimo,3,19.0,909,Austria,Burgenland,Anne Krebiehl MW
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,Bom,5,24.0,908,US,California,Jim Gordon
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,Bom,5,7.0,907,Italy,Tuscany,Kerin O’Keefe
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,Bom,5,37.0,906,US,California,Virginie Boone
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,Bom,5,31.0,905,South Africa,Stellenbosch,Lauren Buzzeo
5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,Muito bom,6,46.0,904,Italy,Tuscany,Kerin O’Keefe
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,Muito bom,6,18.0,903,New Zealand,Marlborough,Joe Czerwinski
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,Muito bom,6,13.0,902,Austria,Wagram,Anne Krebiehl MW
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,Bom,5,18.0,901,US,Washington,Sean P. Sullivan
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,Muito bom,6,49.0,900,South Africa,Simonsberg-Stellenbosch,Lauren Buzzeo
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,Muito bom,6,29.0,899,Argentina,Mendoza Province,Michael Schachner
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,Muito bom,6,45.0,898,France,Provence,Roger Voss
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,Muito bom,6,44.0,897,France,Provence,Roger Voss
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,Regular,4,43.0,896,France,Provence,Roger Voss
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,Regular,4,4.0,895,France,Provence,Roger Voss
8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,Bom,5,32.0,894,New Zealand,Marlborough,Joe Czerwinski
7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,Bom,5,7.0,893,France,Provence,Roger Voss
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,Bom,5,46.0,892,France,Provence,Roger Voss
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,Muito bom,6,37.0,891,France,Provence,Roger Voss
9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,Muito bom,6,29.0,890,US,California,Virginie Boone
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,Bom,5,32.0,889,New Zealand,Martinborough,Joe Czerwinski
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,Bom,5,33.0,888,US,California,Virginie Boone
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,Bom,5,45.0,887,US,California,Virginie Boone
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,Bom,5,42.0,886,US,California,Virginie Boone
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,Bom,5,39.0,885,New Zealand,Central Otago,Joe Czerwinski
7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,Muito bom,6,25.0,884,Argentina,Mendoza Province,Michael Schachner
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,Bom,5,6.0,883,New Zealand,Central Otago,Joe Czerwinski
7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,Bom,5,10.0,882,France,Provence,Roger Voss
8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,Bom,5,28.0,881,Portugal,Lisboa,Roger Voss
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,Bom,5,30.0,880,France,Burgundy,Roger Voss
8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,Bom,5,12.0,879,Portugal,Alentejano,Roger Voss
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,Bom,5,8.0,878,Argentina,Mendoza Province,Michael Schachner
7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,Bom,5,13.0,877,Argentina,Mendoza Province,Michael Schachner
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,Bom,5,10.0,876,Portugal,Vinho Verde,Roger Voss
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,Regular,4,13.0,875,US,Texas,Alexander Peartree
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,Bom,5,40.0,874,Italy,Piedmont,Kerin O’Keefe
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,Muito bom,6,10.0,873,Portugal,Vinho Verde,Roger Voss
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,Bom,5,15.0,872,US,Oregon,Paul Gregutt
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,Bom,5,30.0,871,Argentina,Other,Michael Schachner
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,Muito bom,6,32.0,870,Portugal,Alentejano,Roger Voss
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,Bom,5,15.0,869,US,California,Jim Gordon
8.9,0.875,0.13,3.45,0.08800000000000001,4.0,14.0,0.9994,3.44,0.52,11.5,Bom,5,24.0,868,France,France Other,Lauren Buzzeo
7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,Bom,5,21.0,867,France,Burgundy,Roger Voss
7.0,0.45,0.34,2.7,0.08199999999999999,16.0,72.0,0.998,3.55,0.6,9.5,Bom,5,29.0,866,France,Burgundy,Roger Voss
7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,Bom,5,47.0,865,Argentina,Mendoza Province,Michael Schachner
7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,Bom,5,39.0,864,Argentina,Other,Michael Schachner
7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,Bom,5,1.0,863,US,California,Matt Kettmann
8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,Muito bom,6,40.0,862,Portugal,Península de Setúbal,Roger Voss
9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,Bom,5,34.0,861,Argentina,Mendoza Province,Michael Schachner
9.0,0.69,0.0,2.4,0.08800000000000001,19.0,38.0,0.999,3.35,0.6,9.3,Bom,5,48.0,860,Italy,Piedmont,Kerin O’Keefe
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,Muito bom,6,,859,US,Texas,Alexander Peartree
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,Bom,5,40.0,858,France,Burgundy,Roger Voss
